categoria,codigo_de_vehiculo,tipo_transaccion,marca,modelo,pais,ano_modelo,clase,sub_clase,tipo,avaluo,fecha_proceso,tipo_servicio,cilindraje,tipo_combustible,fecha_compra,canton,color_1,color_2,persona_natural__juridica,provincia
104497,10434795,COMPRA LOCAL,TUKO,TK-H1,CHINA POPULAR,2027,MOTOCICLETA,PASEO,LIVIANO,1400.0,2025-12-08,PAR,150,GASOLINA,2025-11-30,GUAYAQUIL,VRD,VRD,NATURAL,GUAYAQUIL
104497,10434809,COMPRA LOCAL,TUKO,TK-H1,CHINA POPULAR,2027,MOTOCICLETA,PASEO,LIVIANO,1400.0,2025-12-08,PAR,150,GASOLINA,2025-11-30,NOBOL (VICENTE PIEDRAHITA),VRD,VRD,NATURAL,NOBOL (VICENTE PIEDRAHITA)
104497,10434810,COMPRA LOCAL,TUKO,TK-H1,CHINA POPULAR,2027,MOTOCICLETA,PASEO,LIVIANO,1400.0,2025-12-05,PAR,150,GASOLINA,2025-11-30,NOBOL (VICENTE PIEDRAHITA),VRD,VRD,NATURAL,NOBOL (VICENTE PIEDRAHITA)
104497,10434797,COMPRA LOCAL,TUKO,TK-H1,CHINA POPULAR,2027,MOTOCICLETA,PASEO,LIVIANO,1400.0,2025-12-09,PAR,150,GASOLINA,2025-11-29,NOBOL (VICENTE PIEDRAHITA),VRD,VRD,NATURAL,NOBOL (VICENTE PIEDRAHITA)
104497,10434798,COMPRA LOCAL,TUKO,TK-H1,CHINA POPULAR,2027,MOTOCICLETA,PASEO,LIVIANO,1400.0,2025-12-08,PAR,150,GASOLINA,2025-11-29,GUAYAQUIL,VRD,VRD,NATURAL,GUAYAQUIL
104497,10434801,COMPRA LOCAL,TUKO,TK-H1,CHINA POPULAR,2027,MOTOCICLETA,PASEO,LIVIANO,1400.0,2025-12-09,PAR,150,GASOLINA,2025-11-29,NOBOL (VICENTE PIEDRAHITA),VRD,VRD,NATURAL,NOBOL (VICENTE PIEDRAHITA)
104497,10434803,COMPRA LOCAL,TUKO,TK-H1,CHINA POPULAR,2027,MOTOCICLETA,PASEO,LIVIANO,1400.0,2025-12-04,PAR,150,GASOLINA,2025-11-29,GUAYAQUIL,VRD,VRD,NATURAL,GUAYAQUIL
104497,10434804,COMPRA LOCAL,TUKO,TK-H1,CHINA POPULAR,2027,MOTOCICLETA,PASEO,LIVIANO,1400.0,2025-12-04,PAR,150,GASOLINA,2025-11-29,DURAN,VRD,,NATURAL,DURAN
104497,10434813,COMPRA LOCAL,TUKO,TK-H1,CHINA POPULAR,2027,MOTOCICLETA,PASEO,LIVIANO,1400.0,2025-12-05,PAR,150,GASOLINA,2025-11-29,PORTOVIEJO,VRD,VRD,NATURAL,PORTOVIEJO
104497,10435409,COMPRA LOCAL,TUKO,TK-H1,CHINA POPULAR,2027,MOTOCICLETA,PASEO,LIVIANO,1400.0,2025-12-05,PAR,150,GASOLINA,2025-11-29,PORTOVIEJO,ROJ,ROJ,NATURAL,PORTOVIEJO
104497,10435410,COMPRA LOCAL,TUKO,TK-H1,CHINA POPULAR,2027,MOTOCICLETA,PASEO,LIVIANO,1400.0,2025-12-05,PAR,150,GASOLINA,2025-11-29,GUAYAQUIL,ROJ,ROJ,NATURAL,GUAYAQUIL
104497,10435412,COMPRA LOCAL,TUKO,TK-H1,CHINA POPULAR,2027,MOTOCICLETA,PASEO,LIVIANO,1400.0,2025-12-09,PAR,150,GASOLINA,2025-11-29,NOBOL (VICENTE PIEDRAHITA),ROJ,ROJ,NATURAL,NOBOL (VICENTE PIEDRAHITA)
104497,10435413,COMPRA LOCAL,TUKO,TK-H1,CHINA POPULAR,2027,MOTOCICLETA,PASEO,LIVIANO,1400.0,2025-12-05,PAR,150,GASOLINA,2025-11-29,PORTOVIEJO,ROJ,ROJ,NATURAL,PORTOVIEJO
104497,10435415,COMPRA LOCAL,TUKO,TK-H1,CHINA POPULAR,2027,MOTOCICLETA,PASEO,LIVIANO,1400.0,2025-12-05,PAR,150,GASOLINA,2025-11-29,RIOBAMBA,ROJ,ROJ,NATURAL,RIOBAMBA
104497,10434806,COMPRA LOCAL,TUKO,TK-H1,CHINA POPULAR,2027,MOTOCICLETA,PASEO,LIVIANO,1400.0,2025-12-07,PAR,150,GASOLINA,2025-11-28,PORTOVIEJO,VRD,VRD,NATURAL,PORTOVIEJO
104497,10491413,COMPRA LOCAL,CHERY,TIGGO 4 PRO LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,20490.0,2025-12-31,PAR,1498,HIBRIDO_GASOLINA_BATERIAS,2025-12-31,GUAYAQUIL,BLA,,NATURAL,GUAYAQUIL
104497,10491422,COMPRA LOCAL,CHERY,TIGGO 4 PRO LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,20490.0,2025-12-31,PAR,1498,HIBRIDO_GASOLINA_BATERIAS,2025-12-31,GUAYAQUIL,NEG,,NATURAL,GUAYAQUIL
104497,10491420,COMPRA LOCAL,CHERY,TIGGO 4 PRO LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,20490.0,2025-12-30,PAR,1498,HIBRIDO_GASOLINA_BATERIAS,2025-12-30,CUENCA,NEG,,NATURAL,CUENCA
104497,10491617,COMPRA LOCAL,CHERY,TIGGO 4 PRO LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,20490.0,2025-12-30,PAR,1498,HIBRIDO_GASOLINA_BATERIAS,2025-12-30,GUAYAQUIL,PLO,,NATURAL,GUAYAQUIL
104497,10491642,COMPRA LOCAL,CHERY,TIGGO 4 PRO LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,20490.0,2025-12-30,PAR,1498,HIBRIDO_GASOLINA_BATERIAS,2025-12-30,CUENCA,PLA,,NATURAL,CUENCA
104496,10443647,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-31,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-30,QUITO,PLO,,NATURAL,QUITO
104496,10443746,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-23,PAR,1494,HIBRIDO_GASOLINA_BATERIAS,2025-12-23,RIOBAMBA,BLA,BLA,NATURAL,RIOBAMBA
104496,10443741,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-22,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-22,QUITO,BLA,,NATURAL,QUITO
104496,10443758,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-22,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-19,CUENCA,BLA,BLA,NATURAL,CUENCA
104496,10443615,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-19,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-18,QUITO,PLO,,NATURAL,QUITO
104496,10443615,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-22,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-18,QUITO,PLO,,NATURAL,QUITO
104496,10443615,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-23,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-18,QUITO,PLO,,NATURAL,QUITO
104496,10443740,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-19,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-18,CUENCA,BLA,BLA,NATURAL,CUENCA
104496,10443740,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-22,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-18,CUENCA,BLA,BLA,NATURAL,CUENCA
104496,10443614,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-16,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-16,CUENCA,PLO,PLO,NATURAL,CUENCA
104496,10443617,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-16,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-16,QUITO,PLO,,NATURAL,QUITO
104496,10443618,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-16,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-15,QUITO,PLO,,NATURAL,QUITO
104496,10443630,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-16,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-15,QUITO,NEG,NEG,NATURAL,QUITO
104496,10443636,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-15,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-13,QUITO,NEG,,NATURAL,QUITO
104496,10443752,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-15,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-13,QUITO,BLA,,NATURAL,QUITO
104496,10443633,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-12,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-12,CAYAMBE,NEG,,NATURAL,CAYAMBE
104496,10443744,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-12,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-12,CUENCA,BLA,BLA,NATURAL,CUENCA
104496,10443747,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-12,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-12,IBARRA,BLA,,NATURAL,IBARRA
104496,10443602,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-12,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-11,QUITO,PLA,,NATURAL,QUITO
104496,10443602,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-15,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-11,QUITO,PLA,,NATURAL,QUITO
104496,10443632,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-12,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-11,GUAYAQUIL,NEG,,NATURAL,GUAYAQUIL
104496,10443632,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-15,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-11,GUAYAQUIL,NEG,,NATURAL,GUAYAQUIL
104496,10443645,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-12,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-11,GUAYAQUIL,BLA,BLA,NATURAL,GUAYAQUIL
104496,10443645,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-15,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-11,GUAYAQUIL,BLA,BLA,NATURAL,GUAYAQUIL
104496,10443755,COMPRA LOCAL,CHANGAN,CS55 PLUS LUXURY AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,27990.0,2025-12-11,PAR,1493,HIBRIDO_GASOLINA_BATERIAS,2025-12-10,QUITO,PLO,PLO,NATURAL,QUITO
104482,10443542,COMPRA LOCAL,CHANGAN,DEEPAL S05 AC 5P 4X2 TA EV,CHINA POPULAR,2027,JEEP,ELECTRICO-J,LIVIANO,29990.0,2025-12-31,PAR,0,ELECTRICO,2025-12-30,QUITO,PLA,,NATURAL,QUITO
104482,10443665,COMPRA LOCAL,CHANGAN,DEEPAL S05 AC 5P 4X2 TA EV,CHINA POPULAR,2027,JEEP,ELECTRICO-J,LIVIANO,29990.0,2025-12-29,PAR,0,ELECTRICO,2025-12-27,QUITO,BLA,,NATURAL,QUITO
104482,10443671,COMPRA LOCAL,CHANGAN,DEEPAL S05 AC 5P 4X2 TA EV,CHINA POPULAR,2027,JEEP,ELECTRICO-J,LIVIANO,29990.0,2025-12-24,PAR,0,ELECTRICO,2025-12-23,QUITO,BLA,,NATURAL,QUITO
104482,10443669,COMPRA LOCAL,CHANGAN,DEEPAL S05 AC 5P 4X2 TA EV,CHINA POPULAR,2027,JEEP,ELECTRICO-J,LIVIANO,29990.0,2025-12-22,PAR,0,ELECTRICO,2025-12-19,QUITO,BLA,,NATURAL,QUITO
104482,10443543,COMPRA LOCAL,CHANGAN,DEEPAL S05 AC 5P 4X2 TA EV,CHINA POPULAR,2027,JEEP,ELECTRICO-J,LIVIANO,29990.0,2025-12-12,PAR,0,ELECTRICO,2025-12-11,QUITO,PLA,,NATURAL,QUITO
104482,10443543,COMPRA LOCAL,CHANGAN,DEEPAL S05 AC 5P 4X2 TA EV,CHINA POPULAR,2027,JEEP,ELECTRICO-J,LIVIANO,29990.0,2025-12-15,PAR,0,ELECTRICO,2025-12-11,QUITO,PLA,,NATURAL,QUITO
104482,10443549,COMPRA LOCAL,CHANGAN,DEEPAL S05 AC 5P 4X2 TA EV,CHINA POPULAR,2027,JEEP,ELECTRICO-J,LIVIANO,29990.0,2025-12-12,PAR,0,ELECTRICO,2025-12-11,QUITO,PLA,,NATURAL,QUITO
104482,10443549,COMPRA LOCAL,CHANGAN,DEEPAL S05 AC 5P 4X2 TA EV,CHINA POPULAR,2027,JEEP,ELECTRICO-J,LIVIANO,29990.0,2025-12-15,PAR,0,ELECTRICO,2025-12-11,QUITO,PLA,,NATURAL,QUITO
104482,10443552,COMPRA LOCAL,CHANGAN,DEEPAL S05 AC 5P 4X2 TA EV,CHINA POPULAR,2027,JEEP,ELECTRICO-J,LIVIANO,29990.0,2025-12-11,PAR,0,ELECTRICO,2025-12-11,QUITO,PLO,,NATURAL,QUITO
104482,10443552,COMPRA LOCAL,CHANGAN,DEEPAL S05 AC 5P 4X2 TA EV,CHINA POPULAR,2027,JEEP,ELECTRICO-J,LIVIANO,29990.0,2025-12-12,PAR,0,ELECTRICO,2025-12-11,QUITO,PLO,,NATURAL,QUITO
104482,10443555,COMPRA LOCAL,CHANGAN,DEEPAL S05 AC 5P 4X2 TA EV,CHINA POPULAR,2027,JEEP,ELECTRICO-J,LIVIANO,29990.0,2025-12-11,PAR,0,ELECTRICO,2025-12-10,CUENCA,PLO,PLO,NATURAL,CUENCA
104482,10443674,COMPRA LOCAL,CHANGAN,DEEPAL S05 AC 5P 4X2 TA EV,CHINA POPULAR,2027,JEEP,ELECTRICO-J,LIVIANO,29990.0,2025-12-10,PAR,0,ELECTRICO,2025-12-09,QUITO,NEG,,NATURAL,QUITO
104482,10491522,COMPRA LOCAL,CHERY,TIGGO 7 DISTINGUISHED PHEV AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,29990.0,2025-12-31,PAR,1499,HIBRIDO_GASOLINA_BATERIAS,2025-12-31,GUAYAQUIL,PLA,,NATURAL,GUAYAQUIL
104482,10491536,COMPRA LOCAL,CHERY,TIGGO 7 DISTINGUISHED PHEV AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,29990.0,2025-12-31,PAR,1499,HIBRIDO_GASOLINA_BATERIAS,2025-12-30,AMBATO,BLA,,NATURAL,AMBATO
104482,10491539,COMPRA LOCAL,CHERY,TIGGO 7 DISTINGUISHED PHEV AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,29990.0,2025-12-30,PAR,1499,HIBRIDO_GASOLINA_BATERIAS,2025-12-30,QUITO,BLA,,NATURAL,QUITO
104482,10491543,COMPRA LOCAL,CHERY,TIGGO 7 DISTINGUISHED PHEV AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,29990.0,2025-12-30,PAR,1499,HIBRIDO_GASOLINA_BATERIAS,2025-12-30,QUITO,PLO,,NATURAL,QUITO
104482,10491545,COMPRA LOCAL,CHERY,TIGGO 7 DISTINGUISHED PHEV AC 1.5 5P 4X2 TA HYBRID,CHINA POPULAR,2027,JEEP,HIBRIDO-J,LIVIANO,29990.0,2025-12-30,PAR,1499,HIBRIDO_GASOLINA_BATERIAS,2025-12-30,GUAYAQUIL,PLO,,NATURAL,GUAYAQUIL
104481,10491423,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,BLA,,NATURAL,GUAYAQUIL
104481,10491425,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,BLA,,NATURAL,GUAYAQUIL
104481,10491428,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,BLA,,NATURAL,GUAYAQUIL
104481,10491429,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,BLA,,NATURAL,GUAYAQUIL
104481,10491431,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,BLA,,NATURAL,GUAYAQUIL
104481,10491437,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,BLA,,NATURAL,GUAYAQUIL
104481,10491438,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,BLA,,NATURAL,GUAYAQUIL
104481,10491440,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,BLA,,NATURAL,GUAYAQUIL
104481,10491441,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,BLA,,NATURAL,GUAYAQUIL
104481,10491443,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,QUITO,BLA,,NATURAL,QUITO
104481,10491447,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,BLA,,NATURAL,GUAYAQUIL
104481,10491449,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,BLA,,NATURAL,GUAYAQUIL
104481,10491452,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,PLA,,NATURAL,GUAYAQUIL
104481,10491458,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,PLA,,NATURAL,GUAYAQUIL
104481,10491459,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,PLA,,NATURAL,GUAYAQUIL
104481,10491464,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,PLA,,NATURAL,GUAYAQUIL
104481,10491470,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,PLA,,NATURAL,GUAYAQUIL
104481,10491474,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,QUITO,PLA,,NATURAL,QUITO
104481,10491477,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,SAN MIGUEL DE LOS BANCOS,PLA,,NATURAL,SAN MIGUEL DE LOS BANCOS
104481,10491480,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,PLA,,NATURAL,GUAYAQUIL
104481,10491482,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,PLA,,NATURAL,GUAYAQUIL
104481,10491483,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,CUENCA,PLA,,NATURAL,CUENCA
104481,10491486,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,ROJ,,NATURAL,GUAYAQUIL
104481,10491488,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,ROJ,,NATURAL,GUAYAQUIL
104481,10491492,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,ROJ,,NATURAL,GUAYAQUIL
104481,10491494,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,QUITO,ROJ,,NATURAL,QUITO
104481,10491495,COMPRA LOCAL,CHERY,ARRIZO 5 PRO STANDARD AC 1.5 4P 4X2 TM,CHINA POPULAR,2027,AUTOMOVIL,SEDAN,LIVIANO,16490.0,2025-12-31,PAR,1499,GASOLINA,2025-12-31,GUAYAQUIL,ROJ,,NATURAL,GUAYAQUIL
